fps_atual,num_pessoas_detectadas,resolucao,canais,tempo_atual
1.7005428855237283,5,640,48,2024-03-16 23:46:28
3.6368258724844726,5,640,48,2024-03-16 23:46:28
3.941781642628303,5,640,48,2024-03-16 23:46:29
4.056928294105016,5,640,48,2024-03-16 23:46:29
3.5616332734675855,5,640,48,2024-03-16 23:46:29
4.361520327849419,5,640,48,2024-03-16 23:46:29
3.687092770165019,5,640,48,2024-03-16 23:46:30
3.9998016455787946,5,640,48,2024-03-16 23:46:30
3.8844780321552936,5,640,48,2024-03-16 23:46:30
3.521698353217368,5,640,48,2024-03-16 23:46:30
3.9914277122421558,5,640,48,2024-03-16 23:46:31
3.8612623958344843,6,640,48,2024-03-16 23:46:31
4.120173832407327,5,640,48,2024-03-16 23:46:31
4.07067357291694,6,640,48,2024-03-16 23:46:31
4.390732185795954,5,640,48,2024-03-16 23:46:32
3.339368814275603,5,640,48,2024-03-16 23:46:32
4.0544380505695035,5,640,48,2024-03-16 23:46:32
3.3918636754009857,5,640,48,2024-03-16 23:46:33
3.7753394768914483,6,640,48,2024-03-16 23:46:33
3.848832770518279,5,640,48,2024-03-16 23:46:33
3.9549839652771164,5,640,48,2024-03-16 23:46:33
3.973963613486621,5,640,48,2024-03-16 23:46:34
4.163299905602974,6,640,48,2024-03-16 23:46:34
3.8796023002135755,5,640,48,2024-03-16 23:46:34
4.083231925171486,6,640,48,2024-03-16 23:46:34
4.122040507856763,5,640,48,2024-03-16 23:46:35
3.966646270591918,5,640,48,2024-03-16 23:46:35
4.411745710850698,5,640,48,2024-03-16 23:46:35
4.338413066841266,5,640,48,2024-03-16 23:46:35
4.172207986503477,5,640,48,2024-03-16 23:46:36
3.894523085494092,5,640,48,2024-03-16 23:46:36
3.620707842830888,5,640,48,2024-03-16 23:46:36
4.338956119098506,5,640,48,2024-03-16 23:46:36
4.11968011440762,5,640,48,2024-03-16 23:46:37
4.411894210571159,5,640,48,2024-03-16 23:46:37
3.763601237932269,5,640,48,2024-03-16 23:46:37
4.408231044351325,5,640,48,2024-03-16 23:46:37
4.37760756141931,5,640,48,2024-03-16 23:46:38
4.357301951397893,5,640,48,2024-03-16 23:46:38
4.114458812288725,5,640,48,2024-03-16 23:46:38
4.025015858027233,5,640,48,2024-03-16 23:46:38
4.279526490532463,5,640,48,2024-03-16 23:46:38
3.2661187709568553,5,640,48,2024-03-16 23:46:39
4.046493678897241,5,640,48,2024-03-16 23:46:39
3.912042322357278,5,640,48,2024-03-16 23:46:39
4.084822585074825,5,640,48,2024-03-16 23:46:40
4.366537713574221,5,640,48,2024-03-16 23:46:40
4.015959265000589,5,640,48,2024-03-16 23:46:40
4.074659765311168,6,640,48,2024-03-16 23:46:40
4.31598899368804,5,640,48,2024-03-16 23:46:41
4.05688120602704,5,640,48,2024-03-16 23:46:41
3.6142432569606195,5,640,48,2024-03-16 23:46:41
4.236221410860464,5,640,48,2024-03-16 23:46:41
4.473967216751947,5,640,48,2024-03-16 23:46:42
4.360948941917493,5,640,48,2024-03-16 23:46:42
3.761299446427787,5,640,48,2024-03-16 23:46:42
4.256128522923994,5,640,48,2024-03-16 23:46:42
4.010571689749209,5,640,48,2024-03-16 23:46:43
4.079292429249733,5,640,48,2024-03-16 23:46:43
4.373937228017448,5,640,48,2024-03-16 23:46:43
4.144491358363825,5,640,48,2024-03-16 23:46:43
4.486035365878441,5,640,48,2024-03-16 23:46:43
4.311348488773215,5,640,48,2024-03-16 23:46:44
3.6570089334758595,5,640,48,2024-03-16 23:46:44
3.650798652244417,5,640,48,2024-03-16 23:46:44
4.155289982355662,5,640,48,2024-03-16 23:46:45
3.9139113881527376,5,640,48,2024-03-16 23:46:45
3.497325498691308,5,640,48,2024-03-16 23:46:45
3.4248134820414458,5,640,48,2024-03-16 23:46:45
3.833905391484301,5,640,48,2024-03-16 23:46:46
3.5788309658218256,5,640,48,2024-03-16 23:46:46
3.625687438949543,5,640,48,2024-03-16 23:46:46
3.969326540983591,5,640,48,2024-03-16 23:46:46
3.340882298589826,5,640,48,2024-03-16 23:46:47
3.5886509652463405,5,640,48,2024-03-16 23:46:47
4.051970434545713,5,640,48,2024-03-16 23:46:47
3.6506906129042647,5,640,48,2024-03-16 23:46:48
3.340815772222899,5,640,48,2024-03-16 23:46:48
3.801357658808922,5,640,48,2024-03-16 23:46:48
3.778209759217389,5,640,48,2024-03-16 23:46:48
3.7062632546302843,5,640,48,2024-03-16 23:46:49
